tconst,primaryTitle,title,region,actor1,actor2,actor3,actor4,actor5,actress1,actress2,actress3,actress4,actress5,director1,director2,writer1,writer2,writer3,originalTitle,genre1,genre2,genre3,original_title,original_language,overview,origin_country,poster_path,tmdb_id
tt6043142,Skin,Skin,FR,Daniel Henshall,Bill Camp,,,,Danielle Macdonald,,,,,Guy Nattiv,,,,,Skin,Biography,Crime,Drama,Skin,en,"L'histoire vraie de Bryon “Pitbull” Widner, membre d'un gang de néo-nazis qui fera face à des conséquences mortelles lorsqu'il décidera de changer de vie...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mEmH4LrlAj2ksuO46aZHxuBUu8j.jpg,542417.0
tt7914416,One Cut of the Dead,Ne coupez pas!,FR,Kazuaki Nagaya,,,,,Yuzuki Akiyama,Harumi Shuhama,,,,Shin'ichirô Ueda,,Ryoichi Wada,,,Kamera o tomeru na!,Comedy,Drama,Horror,カメラを止めるな！,ja,"Mais c'est impossible » s'écrie le réalisateur Higurashi (Takayumi Hamatsu) quand on lui propose de réaliser un film de zombies sans budget, en un seul plan-séquence et pour une diffusion en direct. Le court-métrage de 37 minutes qui en résulte est effectivement bien décevant, les acteurs jouent mal, les décors sont sans intérêt et en plus la caméra tremble. Mais tout commence réellement après le court-métrage : transporté un mois auparavant, le spectateur découvre alors le film sous un nouvel angle en suivant les coulisses de la production, depuis le moment où la chaîne de télévision a proposé au réalisateur ce projet impossible jusqu'au tournage du film.",JP,https://image.tmdb.org/t/p/w600_and_h900_bestv2/F4Q51FOzRygYCw9fKRVyzvqatn.jpg,513434.0
tt5859238,Lucky,Lucky,FR,David Lynch,Ron Livingston,Ed Begley Jr.,,,,,,,,John Carroll Lynch,,Logan Sparks,Drago Sumonja,,Lucky,Comedy,Drama,,Lucky,en,"Après avoir enfumé tous ses contemporains d’une ville désertique rayée de la carte et leur avoir survécu, Lucky, un athée de 90 ans farouchement indépendant, sent que sa fin est proche ; il s’engage dans une introspection qui le conduit vers l’illumination si souvent inaccessible.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1uNsyC15Z4Q0kMPXs7FT3sF8PFl.jpg,407449.0
tt5437928,Colette,Colette,FR,Robert Pugh,,,,,Keira Knightley,Fiona Shaw,,,,Wash Westmoreland,,Richard Glatzer,Rebecca Lenkiewicz,,Colette,Biography,Drama,History,Colette,en,"1893, malgré leurs 14 ans d'écart, Gabrielle Sidonie Colette, jeune fille à l'esprit rebelle, épouse Willy, écrivain aussi égocentrique que séducteur. Grâce à ses relations, elle découvre le milieu artistique parisien qui stimule sa propre créativité. Sachant repérer les talents mieux que quiconque, Willy autorise Colette à écrire – à condition qu'il signe ses romans à sa place. Suite au triomphe de la série des Claudine, il ne tarde d'ailleurs pas à devenir célèbre. Pourtant, tandis que les infidélités de Willy pèsent sur le couple, Colette souffre de plus en plus de ne pas être reconnue pour son œuvre…",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/v5DiPTDnzOx5ePSguWYNdwzQOk3.jpg,454652.0
tt2717860,The Riot Club,The Riot Club,FR,Max Irons,Douglas Booth,,,,Jessica Brown Findlay,,,,,Lone Scherfig,,Laura Wade,,,The Riot Club,Drama,Thriller,,The Riot Club,en,"Peu de temps après son arrivée à la prestigieuse Université d'Oxford, le bien né Miles Richards fait la connaissance de Lauren, une étudiante galloise issue d'un milieu modeste. Alors que leur flirt se mue en relation amoureuse, Miles est approché par les membres du Riot Club, une société clandestine trois fois centenaire, composée de mâles issus de familles fortunées et qui, convaincus de leur supériorité, prônent l'excès en tout. Fasciné par ce groupe et flatté par l'attention qu'il lui accorde, Miles se laisse séduire et subit sans broncher son initiation. Ignorant les appels à la raison de Lauren, l'étudiant prend part aux activités du Riot Club avec un enthousiasme qui ira croissant, jusqu'à la bacchanale annuelle, organisée par le leader du groupe dans la salle privée d'un pub de campagne. Enivrés, aveuglés par l'orgueil, les membres du Riot Club cèdent à leurs plus bas instincts, sous le regard impuissant du propriétaire, de sa fille, et de Miles.",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8H0bfcxbxGGvZTqDjvXQ89lJxCo.jpg,270302.0
tt1131724,2:22,2:22,FR,Sam Reid,John Waters,,,,Teresa Palmer,,,,,Paul Currie,,Todd Stein,Nathan Parker,,2:22,Drama,Mystery,Romance,2:22,en,"Dylan, un contrôleur aérien sans histoires, perd son emploi après avoir failli provoquer une collision entre deux avions, aveuglé par un éclair de lumière à 2 h 22 précises. Mais il s’aperçoit que cette journée se répète jour après jour. Il rencontre Sarah, une ancienne danseuse qui était dans l'un des avions, et croit que son destin est lié au sien. Alors que des coïncidences étranges le conduisent tous les jours au hall de la gare de Grand Central, à 2 h 22, il va devoir résoudre le mystère de cette heure pour éviter un futur accident…",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aKkcUaqBvK6c33lCMuLWBVxIJ3b.jpg,269795.0
tt8521876,Yes Day,Yes Day,FR,Julian Lerner,,,,,Jennifer Garner,Jenna Ortega,,,,Miguel Arteta,,Justin Malen,Amy Krouse Rosenthal,Tom Lichtenheld,Yes Day,Comedy,Family,,Yes Day,en,"Un couple de parents décide de dire ""oui"" à tout pendant 24 heures. Avec leurs demandes les plus folles, ses enfants lui font passer une journée mémorable.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kj2i4PrHmscooe6fzZPhWnRBSlc.jpg,638597.0
tt1424310,Chinese Zodiac,Chinese Zodiac,FR,Kwon Sang-woo,,,,,Shu Qi,Xingtong Yao,,,,,,Frankie Chan,Cherryyoko,Edward Tang,Sap ji sang ciu,Action,Adventure,Comedy,十二生肖,cn,Asian Hawk se lance sur les traces de douze statues en bronze figurant les signes du Zodiaque chinois.,,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dAcJDTfU5OiHaC4A1vNJIpx0B7d.jpg,98567.0
tt0110978,Texas Chainsaw Massacre: The Next Generation,Massacre à la tronçonneuse: la nouvelle génération,FR,Robert Jacks,,,,,Renée Zellweger,Tonie Perensky,,,,Kim Henkel,,Tobe Hooper,,,The Return of the Texas Chainsaw Massacre,Comedy,Horror,Thriller,The Return of the Texas Chainsaw Massacre,en,"Un groupe de jeunes adolescents revenant de leur soirée de promotion de fin d'étude se retrouvent perdus en plein Texas suite à un accident de voiture dans les bois, dont le conducteur de la seconde voiture se fait tuer. Ils partent chercher de l'aide mais attirent bien vite la convoitise de la famille Sawyer, famille cannibale. Ainsi, cette nuit de bal va se transformer en véritable cauchemar.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xRs9dpEq1T17E1s9t8QpikfxxFz.jpg,16780.0
tt2398249,They Came Together,They Came Together,FR,Bill Hader,,,,,Amy Poehler,Cobie Smulders,,,,David Wain,,Michael Showalter,,,They Came Together,Comedy,Romance,,They Came Together,en,Un homme d'affaire menace de faire fermer la petite boutique de Molly. La rencontre entre les deux promet de faire des étincelles.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ifvKTtvmPYOGed2hP9ogPq98In7.jpg,180296.0
tt3171832,iBoy,iBoy,FR,Rory Kinnear,,,,,Maisie Williams,Miranda Richardson,,,,Adam Randall,,Joe Barton,Kevin Brooks,Mark Denton,iBoy,Action,Crime,Sci-Fi,iBoy,en,Les éclats d'un téléphone portable se logent dans le cerveau d'un adolescent qui peut ainsi contrôler les dispositifs électroniques et utiliser ce pouvoir pour se venger.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aqwQPVosPSjfXRF6bO9Wg48ylAR.jpg,414190.0
tt1767382,Silent House,Silent House,FR,Eric Sheffer Stevens,,,,,Elizabeth Olsen,Julia Chan,,,,Chris Kentis,Laura Lau,Gustavo Hernández,Oscar Estévez,,Silent House,Drama,Horror,Mystery,Silent House,en,"Sarah accompagne son père et son oncle dans leur immense maison d’été qui est isolée et privée d’électricité. Elle arpente les nombreuses pièces qui sont particulièrement austères et délabrées. Soudainement, elle entend des bruits inquiétants, ce qui la terrifie au plus haut point. De retour au rez-de-chaussée, la jeune femme découvre que toutes les portes sont fermées à clé et qu’elle ne peut pas s’échapper. Pire encore : les membres de sa famille restent introuvables. Rapidement, elle se rend compte qu’un étranger est dans la maison. Et que cette personne est intimement liée à son passé…",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mbkvYlx1scovMi80rOOkNBvgU11.jpg,92182.0
tt1736633,"Oslo, August 31st","Oslo, 31 août",FR,Hans Olav Brenner,,,,,Ingrid Olava,Malin Crépin,,,,Joachim Trier,,Pierre Drieu La Rochelle,Eskil Vogt,,"Oslo, 31. august",Drama,,,"Oslo, 31. august",no,"C’est le dernier jour de l’été et Anders, en fin de cure de désintoxication, se rend en ville le temps d’une journée pour un entretien d’embauche. L’occasion d’un bilan sur les opportunités manquées, les rêves de jeunesse envolés, et, peut-être, l’espoir d’un nouveau départ…",NO,https://image.tmdb.org/t/p/w600_and_h900_bestv2/adisLwKNqw6BwwKCAXZcCMzYiPz.jpg,75233.0
tt0469263,The Astronaut Farmer,The Astronaut Farmer,FR,Bruce Dern,Max Thieriot,,,,Virginia Madsen,,,,,Michael Polish,,Mark Polish,,,The Astronaut Farmer,Adventure,Drama,Sci-Fi,The Astronaut Farmer,en,"Charles Farmer a toujours voulu devenir astronaute. À la mort de son père, pour sauver le ranch familial, il abandonne sa carrière de pilote d'avion dans l'armée américaine, sans toutefois renoncer à son rêve. Avec la soutien de son épouse Audie et de leurs trois enfants, il engloutit toutes ses économies dans la construction d'une fusée qu'il érige dans sa grange.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/y8OVJxxnbng01gU5jeoohf80jpd.jpg,5172.0
tt3203528,Bad Samaritan,Bad Samaritan,FR,Robert Sheehan,Carlito Olivero,,,,Kerry Condon,,,,,Dean Devlin,,Brandon Boyce,,,Bad Samaritan,Crime,Horror,Thriller,Bad Samaritan,en,"Sean Falco est voiturier dans un restaurant et tire le diable par la queue. Il profite des voitures confiées par la clientèle pour cambrioler les maisons des clients. Une nuit, en pénétrant dans une maison, il tombre sur une femme nommée Katie qui y est emprisonnée. Effrayé d'aller en prison, il l'abandonne, appelle la police mais se retrouve dans un jeu du chat et de la souris avec Cale Erendreich, le propriétaire psychotique de la maison.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fOG5Cj9URclWa0zyESPBuRCvAFh.jpg,467632.0
tt0097368,The Fly II,La Mouche 2,FR,Lee Richardson,John Getz,,,,Daphne Zuniga,,,,,Chris Walas,,George Langelaan,Mick Garris,Jim Wheat,The Fly II,Drama,Horror,Sci-Fi,The Fly II,en,"Cinq ans ont passé depuis la tragique aventure de Seth Brundle. Son fils, Martin Brundle, n’est pas un enfant comme les autres. Élevé dans un laboratoire, Martin grandit à une vitesse fulgurante. Supérieurement intelligent, Martin commence à perfectionner les expériences de son père sur la téléportation. Mais “l’enfant” a reçu de son père un héritage autrement plus terrifiant. Des gènes mutants qui, peu à peu, vont le transformer en une créature ignoble et beaucoup plus effrayante que son père.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/h3KUF9WZFva7IMvQuCEhy6UpAvG.jpg,10344.0
tt3576728,Bilal: A New Breed of Hero,Bilal: La naissance d'une légende,FR,Ian McShane,Thomas Ian Nicholas,,,,China Anne McClain,,,,,Khurram H. Alavi,Ayman Jamal,Alexander Kronemer,Michael Wolfe,Yassin Kamel,Bilal: A New Breed of Hero,Action,Adventure,Animation,Bilal: A New Breed of Hero,en,"Il y a mille ans, un jeune garçon, qui caressait le rêve de devenir un grand guerrier, a été enlevé avec sa sœur et emmené dans un pays loin de chez lui. Jeté dans un monde où la cupidité et l’injustice régnaient en maîtres, Bilal a puisé en lui la force et le courage d’élever la voix et d’appeler au changement. Inspiré de faits réels, cette histoire est celle d’un véritable héros dont le souvenir impérissable a marqué l’histoire.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vZewF8g36pO66o7n0ZimX2PoQ2a.jpg,332718.0
tt2582576,Sand Castle,Sand Castle,FR,Logan Marshall-Green,Henry Cavill,Glen Powell,,,,,,,,Fernando Coimbra,,Chris Roessner,,,Sand Castle,Action,Drama,War,Sand Castle,en,"Après l'invasion de l'Irak en 2003, un soldat américain part avec sa section. Leur mission : réparer le système de distribution d'eau d'un village hostile.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/l0bHGNRYO4hMkgANTV5F8aGUpVG.jpg,390054.0
tt6878038,A Taxi Driver,A Taxi Driver,FR,Thomas Kretschmann,Hae-Jin Yoo,Ryu Jun-Yeol,,,,,,,,Hun Jang,,Yu-na Eom,,,Taeksi woonjunsa,Action,Drama,History,택시운전사,ko,"Mai 1980, Séoul. Des manifestations dénonçant la loi martiale proclamée par le dictateur Chun Doo-hwan troublent la routine de Man-seob, un chauffeur de taxi qui décrie ces protestataires qui l’empêchent de travailler. Élevant seul sa fille suite au décès de son épouse, Man-seob est criblé de dettes. Chaque course compte. Lorsqu’il entend un confrère se vanter qu’il s’apprête à recevoir une somme colossale pour emmener un Occidental à Gwangju, il se précipite au point de rendez-vous afin de lui voler son client, un journaliste allemand se faisant appeler Peter. Ce dernier a l’intention d’enquêter clandestinement sur certaines rumeurs voulant que Gwangju soit assiégée par l’armée et que le gouvernement ait coupé toute communication entre la ville et le reste du pays. Man-seob a cependant menti sur sa compréhension de l’anglais et des raisons de leur périple. Il n’a aucune idée de ce dans quoi il s’est embarqué. Dès lors, leur sort sera étroitement lié à celui des habitants de Gwangju.",KR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5n7sbyS3QTIIZ1epq7QiNxUwWpK.jpg,437068.0
tt0361089,Valiant,"Vaillant, pigeon de combat !",FR,Ricky Gervais,Tim Curry,Jim Broadbent,,,,,,,,Gary Chapman,,George Webster,Jordan Katz,George Melrod,Valiant,Adventure,Animation,Comedy,Valiant,en,"Angleterre, 1944. L'issue de la guerre repose sur des « aviateurs » fringants et casse-cous, qui portent des messages en France au péril de leur vie : ce sont... des pigeons ! Mais la mythique « Escadrille Royale des Pigeons de Combat » est décimée par d'impitoyables faucons allemands et il ne reste plus qu'une bande de « bleus » encore à l'entraînement ! Vaillant, frêle et maladroit, Bugsy, qui ne cherche qu'à déserter, ou leurs idiots de compères, ne sont absolument pas prêts pour le combat ! Parachutés en France, ces 5 pigeons balourds réussiront-ils à retrouver les souris résistantes sans tomber dans les griffes des faucons ? Le destin de l'Angleterre est entre leurs ailes !",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7fBhfJ1KJyr9GbPlqSPSfQ7DolZ.jpg,14175.0
tt0403217,Last Days,Last Days,FR,Lukas Haas,Scott Patrick Green,,,,Asia Argento,,,,,Gus Van Sant,,,,,Last Days,Drama,Music,,Last Days,en,"Blake, artiste replié sur lui-même, fléchit sous le poids de la célébrité, du succès et d'un sentiment d'isolement croissant. Réfugié dans une maison au milieu des bois, il tente d'échapper à sa vie, à son entourage et à ses obligations. Il regarde, écoute, et attend la délivrance.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/btbp47CHXgLhw30kyDoVfNFLB3g.jpg,1665.0
tt1542768,True Memoirs of an International Assassin,Les Mémoires d'un assassin international,FR,Kim Coates,Maurice Compte,,,,Zulay Henao,,,,,Jeff Wadlow,,Jeff Morris,,,True Memoirs of an International Assassin,Action,Comedy,Crime,True Memoirs of an International Assassin,en,Un comptable qui aspire à devenir écrivain est pris par erreur pour un tueur à gages le jour où son roman sur un assassin de classe internationale est édité comme une histoire vraie.,US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dLpcARkFqTJXQ6nTqubM04b1iWk.jpg,339396.0
tt0331468,Cold Creek Manor,La gorge du diable,FR,Stephen Dorff,,,,,Sharon Stone,Juliette Lewis,,,,Mike Figgis,,Richard Jefferies,,,Cold Creek Manor,Drama,Mystery,Thriller,Cold Creek Manor,en,"Tournant définitivement le dos à l'épuisante vie citadine, Cooper Tilson et sa femme Leah partent avec enfants et bagages s'installer en pleine campagne, dans une propriété achetée sur saisie quelque part dans l'Etat de New York. Autrefois imposant et élégant, le manoir de Cold Creek n'est plus que ruines, mais Cooper et Leah ont tout leur temps pour lui redonner vie. Tout va pour le mieux jusqu'à ce que Dale Massie, l'ancien propriétaire, sorte de prison et décide de récupérer par tous les moyens ce qu'il estime être son bien.  Cold Creek cache bien des secrets et l'affrontement ne fait que commencer...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/no6bWojEhAydQs7XO8Ry6ST79Um.jpg,12767.0
tt4285496,Embrace of the Serpent,L'étreinte du serpent,FR,Jan Bijvoet,Antonio Bolívar,Brionne Davis,,,,,,,,Ciro Guerra,,Theodor Koch-Grünberg,Richard Evans Schultes,Jacques Toulemonde Vidal,El abrazo de la serpiente,Adventure,Biography,Drama,El abrazo de la serpiente,es,"Karamakate, chaman amazonien, le dernier survivant de son peuple, vit isolé dans les profondeurs de la jungle. Il est devenu un chullachaqui, la coquille vide d’un homme, privée d’émotions et de souvenirs. Sa vie bascule lorsqu’Evan, un ethnobotaniste américain, débarque dans sa tanière à la recherche de la yakruna, une mystérieuse plante hallucinogène capable d’apprendre à rêver. Karamakate se joint à sa quête et ils entreprennent un voyage au cœur de la jungle.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7ocjPnbe0Dv9sqGhneGOajoOJUd.jpg,336808.0
tt3321300,MI-5,MI-5 Infiltration,FR,Peter Firth,Michael Wildman,,,,Jennifer Ehle,,,,,Bharat Nalluri,,Jonathan Brackley,Sam Vincent,David Wolstencroft,Spooks: The Greater Good,Action,Drama,Thriller,Spooks: The Greater Good,en,"Quand le dangereux terroriste Adem Qasim échappe à la garde des services secrets du MI-5 lors d’un banal transfert, le célèbre agent Harry Pearce, à la tête de l’unité antiterroriste, est accusé. Un scandale jamais vu dans l’histoire du MI-5. Alors que la suspicion grandit et que l’on recherche d’éventuelles complicités au plus haut sommet du pouvoir, l’espion déchu Will Holloway est la seule personne à pouvoir reconstituer le puzzle. La traque commence...",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rMYvUMzmW99Q6tCP2iLeorZWLg6.jpg,292040.0
tt1029231,Krrish 3,Krrish 3,FR,Vivek Oberoi,,,,,Priyanka Chopra Jonas,Kangana Ranaut,,,,Rakesh Roshan,,Sanjay Masoomm,Robin Bhatt,Honey Irani,Krrish 3,Action,Adventure,Sci-Fi,कृष ३,hi,"Un virus d’un nouveau genre ravage la planète. Tandis que les victimes s’accumulent aux quatre coins du globe, la communauté scientifique cherche désespérément un vaccin. Derrière cette épidémie se cache le Dr Kaal, un chercheur renégat, entouré d’une armée de créatures mutantes issues de ses expériences.  Alors que tout espoir semble perdu, un nouveau héros se dresse contre l’ennemi : le Defender. Il vole à des vitesses supersoniques, est doué de pouvoir télékinésique, et possède une force herculéenne. Mais tout cela est-il suffisant pour endiguer le chaos qui plane sur l’humanité ?",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dRn8jrGcHtNUR5ZBzcZ9LmIsXo5.jpg,204435.0
tt0117608,Sgt. Bilko,Sergent Bilko,FR,Dan Aykroyd,Phil Hartman,,,,Glenne Headly,,,,,Jonathan Lynn,,Nat Hiken,Andy Breckman,,Sgt. Bilko,Comedy,,,Sgt. Bilko,en,"Idole de son peloton et honte de l'armée américaine, le sergent-chef Bilko est un as de la combine et de l'arnaque. Il a fait de Fort Baxter la plus belle planque des Etats-Unis en y organisant un centre de loisirs digne de Las Vegas. Tout va se gâter quand les services de l'inspection, qui se demandent où est passé l'argent d'un projet d'aérochar, dépêchent sur place le major Thorne, ennemi juré de Bilko.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cl7MdSELsBLyGa7Fl9tWc3d85vG.jpg,9099.0
tt0106881,Fearless,État second,FR,Tom Hulce,,,,,Isabella Rossellini,Rosie Perez,,,,Peter Weir,,Rafael Yglesias,,,Fearless,Drama,Thriller,,Fearless,en,"Rescapé d'une catastrophe aérienne, un homme, persuadé d'être immortel, se comporte de façon absurde : un psychologue tente de le raisonner.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1QUAXaItVydfMCVmpr3DqItOzNp.jpg,10443.0
tt0134619,Disturbing Behavior,Comportements troublants,FR,Nick Stahl,Tobias Mehler,,,,Katie Holmes,,,,,David Nutter,,Scott Rosenberg,,,Disturbing Behavior,Horror,Mystery,Sci-Fi,Disturbing Behavior,en,"Après la disparition tragique de leur fils aine, les Clark décident de s'installer dans un petit village situe sur une île. Des leur arrivée, Steve, leur cadet, se trouve confronté a ses camarades de lycée. Séparés en clans, les jeunes de Cradle Bay ont une sorte de hiérarchie dominée par le groupe des Rubans bleus, un club étrange ou se retrouvent les meilleurs. Gavin, un adolescent atypique, a bien essaye de prévenir Steve qu'il se passait des choses effroyables sur l'ile, mais le jeune ne l'a pas cru. Jusqu'au matin ou Gavin lui-même réapparait transformé.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ioBt0AQRmDHYIWV7wH1CGSMxRFE.jpg,9424.0
tt4383594,Nine Lives,Ma vie de chat,FR,Robbie Amell,,,,,Jennifer Garner,Cheryl Hines,,,,Barry Sonnenfeld,,Ben Shiffrin,Gwyn Lurie,Matt Allen,Nine Lives,Comedy,Drama,Family,Nine Lives,en,"Tom Brand est un milliardaire qui a consacré sa vie à son travail et à sa réussite. Sa carrière trépidante l’a éloigné de sa femme Lara et de son adorable fille Rebecca. Pour l’anniversaire de cette dernière, Tom n’a d’autre choix que de lui offrir ce qu’il déteste par-dessus tout : un chat. En route pour la fête de Rebecca, Tom est victime d’un terrible accident et se retrouve mystérieusement coincé dans le corps du chat.  Répondant désormais au doux nom de Monsieur Fuzzypants, il est adopté par sa propre famille qui peine à maîtriser ce chat maladroit et peu obéissant… Tom va devoir tant bien que mal se faire à sa nouvelle condition tout en portant un nouveau regard sur son entourage. Il devra comprendre pourquoi il s’est retrouvé dans cette situation et tout mettre en œuvre pour reconquérir son apparence humaine.",CN,https://image.tmdb.org/t/p/w600_and_h900_bestv2/j3YgPoFP1DfkYmQWPMz5dLw2UNf.jpg,322240.0
tt0074174,The Bad News Bears,La chouette équipe,FR,Vic Morrow,,,,,Tatum O'Neal,Joyce Van Patten,,,,Michael Ritchie,,Bill Lancaster,,,The Bad News Bears,Comedy,Drama,Family,The Bad News Bears,en,"Une grande surprise parmi les meilleurs films de 1976. LA CHOUETTE ÉQUIPE est un film rafraîchissant sur les enfants, tout à fait crédible et intelligemment drôle. Walter Matthau est parfait dans son rôle d'ancien lanceur de deuxième division, devenu grognon et buveur de bière, qui se fait embarquer pour entraîner un groupe de jeunes difficiles considérés comme une équipe. Avec cette bande en uniforme, il est impossible de se faire accepter dans l'esprit de compétition de banlieue qui pousse les autres adultes à avoir une discipline parentale draconienne. Du coup, les jeunes s'amusent.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/bBc11ry5RS69Txh1c9oLRl8ZXIM.jpg,23479.0
tt4244162,Beta Test,Beta Test,FR,Larenz Tate,Linden Ashby,Kevon Stover,,,,,,,,Nicholas Gyeney,,André Kirkman,,,Beta Test,Action,Sci-Fi,Thriller,Beta Test,en,,,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zKisJfMxpp0KfX4P3VyDrH0edg6.jpg,401123.0
tt0097481,Harlem Nights,Les Nuits de Harlem,FR,Richard Pryor,Redd Foxx,Danny Aiello,,,,,,,,,,,,,Harlem Nights,Comedy,Crime,Drama,Harlem Nights,en,"À Harlem, « Sugar » Ray est le patron d'un casino clandestin, il doit faire face aux pressions, tant des autres gangsters que celles des policiers véreux qui voudraient le voir hors du circuit. Mais dans le monde du crime organisé des années 1920, tous les coups bas sont permis.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9nNAcxQ1leEexf4wtTAm3WeGjll.jpg,9085.0
tt1231586,A Good Old Fashioned Orgy,A Good Old Fashioned Orgy,FR,Tyler Labine,,,,,Leslie Bibb,Lake Bell,,,,Alex Gregory,Peter Huyck,,,,A Good Old Fashioned Orgy,Comedy,Romance,,A Good Old Fashioned Orgy,en,"Les habitudes estivales d'un trentenaire sont bousculées le jour où son père lui annonce qu'il veut vendre sa maison de vacances dans les Hamptons. Les fêtes aux thèmes les plus originaux que le jeune homme organisait chaque année, étaient devenues une véritable tradition. Pour conclure avec ces belles années, il décide d'organiser une dernière fête avec ses amis: une orgie !",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1lyMNAAaKb3pZHoVXVDQExCmzVI.jpg,69778.0
tt0411705,9 Songs,9 Songs,FR,,,,,,Margo Stilley,,,,,Michael Winterbottom,,,,,9 Songs,Drama,Music,Romance,9 Songs,en,"A Londres, durant l'automne 2003.Lisa, une étudiante américaine, rencontre l'anglais Matt lors d'un concert de Black Rebel Motorcycle Club à la Brixton Academy. C'est le coup de foudre immédiat, le point de départ d'une histoire d'amour sensuelle, charnelle. Une histoire passionnée qui durera un an, se concluera pourtant par une rupture sans appel.",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,27.0
tt11456054,Run Hide Fight,Run Hide Fight,FR,Eli Brown,,,,,Isabel May,Radha Mitchell,,,,Kyle Rankin,,,,,Run Hide Fight,Crime,Drama,Thriller,Run Hide Fight,en,"Zoe est sur le point d'obtenir son diplôme à un moment très difficile de sa vie après la mort de sa mère. Pour se distraire, elle part à la chasse avec son père Todd, ancien membre des forces spéciales. Un jour, alors que Zoe est à l'école, quatre élèves assiègent le bâtiment et pénètrent dans le bar de l'école avec une camionnette. En utilisant les techniques qu'elle a apprises de son père, Zoe parvient à échapper aux assaillants.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wlP25H14OvKoFORIwuKomZzioA5.jpg,629017.0
tt1740047,The Trip,The Trip,FR,Rob Brydon,,,,,Rebecca Johnson,Elodie Harrod,,,,Michael Winterbottom,,,,,The Trip,Comedy,Drama,,The Trip,en,Steve Coogan est envoyé dans le nord de l’Angleterre pour faire la tournée des restaurants et en rédiger les critiques. Rob Brydon l’accompagne durant son périple...,GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tjGrjHNjsR0klih0bkGBHbukMdX.jpg,63578.0
tt0110737,Only You,Only You,FR,Joaquim de Almeida,,,,,Marisa Tomei,Bonnie Hunt,,,,Norman Jewison,,Diane Drake,,,Only You,Comedy,Romance,,Only You,en,"Faith Corvatch, une jeune et belle maîtresse d'école, croit à l'âme soeur. Elle se pense destinée à celui qui porterait le nom de ""Damon Bradley"". Quelques jours avant d'épouser un homme qu'elle n'aime pas, elle reçoit un coup de fil d'un ami de son fiancé, qui s'appelle justement Damon Bradley. Elle décide de profiter des quelques jours de liberté qu'il lui reste pour partir à la recherche de l'homme qui sera peut être sa moitié.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/7mLLANXgUg3bibTiUitDlB0NZcU.jpg,9058.0
tt0075824,That Obscure Object of Desire,Cet obscur objet du désir,FR,Julien Bertheau,,,,,Carole Bouquet,Ángela Molina,,,,Luis Buñuel,,Jean-Claude Carrière,Pierre Louÿs,,Cet obscur objet du désir,Comedy,Drama,Romance,Cet obscur objet du désir,fr,"Lors d'un voyage en train, Mathieu Faber raconte aux passagers de son compartiment ses amours avec Conchita, femme radieuse qu'il poursuit de son obsession à travers l'Europe. Mais elle se dérobe toujours à ses avances...",ES,https://image.tmdb.org/t/p/w600_and_h900_bestv2/te4g1Bi6SuZ3PRXvYNGdZTRsAKO.jpg,5781.0
